FCSUBTYPE,FCSUBTYPE_desc,STYLE_NAME,FULL_NAME,DATEFEATURECREATED,DATEFEATUREMODIFIED,ACCESSLEVEL,METADATAID,FEATURETEXT,NAMEID,GLOBALID,BUILDINGTYPE,BUILDINGTYPE_desc,HEIGHT,CAPTUREMETHOD,CAPTUREMETHOD_desc,DATASOURCE,DATASOURCE_desc,PLANACCURACY,SPATIALRELIABILITYDATE,ATTRIBUTERELIABILITYDATE,TARGETDISPLAYSCALE,TARGETDISPLAYSCALE_desc,DATACUSTODIAN,DATACUSTODIAN_desc,gx_id
-98,,BuildingPolygon,,16/02/2007,06/08/2012,0,101312,,-98,{E9D11C9E-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,01/03/2012,01/03/2012,50000,1:50000,3,LANDGATE,1673
-98,,BuildingPolygon,,16/02/2007,,0,465,,-98,{E9D12F7C-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,21/11/2000,21/11/2000,25000,1:25000,3,LANDGATE,1674
-98,,BuildingPolygon,,16/02/2007,,0,465,,-98,{E9D141C4-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,21/11/2000,21/11/2000,25000,1:25000,3,LANDGATE,1675
-98,,BuildingPolygon,,16/02/2007,03/08/2012,0,101344,,-98,{E9D165A0-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,06/03/2012,06/03/2012,25000,1:25000,3,LANDGATE,1676
-98,,BuildingPolygon,,16/02/2007,,0,465,,-98,{E9D177DE-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,21/11/2000,21/11/2000,25000,1:25000,3,LANDGATE,1677
-98,,BuildingPolygon,,16/02/2007,06/08/2012,0,101312,,-98,{E9D18080-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,01/03/2012,01/03/2012,50000,1:50000,3,LANDGATE,1678
-98,,BuildingPolygon,,16/02/2007,03/08/2012,0,101344,,-98,{E9D18BFC-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,06/03/2012,06/03/2012,25000,1:25000,3,LANDGATE,1679
-98,,BuildingPolygon,,16/02/2007,03/08/2012,0,100674,,-98,{E8BA864C-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,13.4,22/01/2010,22/01/2010,100000,1:100000,3,LANDGATE,168
-98,,BuildingPolygon,,16/02/2007,06/08/2012,0,101312,,-98,{E9D193FE-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,01/03/2012,01/03/2012,50000,1:50000,3,LANDGATE,1680
-98,,BuildingPolygon,,16/02/2007,20/01/2009,0,907,,-98,{E9D1B17C-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,12,CitiesAndTownsSeriesByLANDGATE,6.7,01/01/2007,01/01/2007,20000,1:20000,3,LANDGATE,1681
-98,,BuildingPolygon,,16/02/2007,29/06/2012,0,101312,,-98,{E9D1B96A-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,01/03/2012,01/03/2012,50000,1:50000,3,LANDGATE,1682
-98,,BuildingPolygon,,16/02/2007,06/08/2012,0,101312,,-98,{E9D1C4F0-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,01/03/2012,01/03/2012,50000,1:50000,3,LANDGATE,1683
-98,,BuildingPolygon,,16/02/2007,16/05/2013,0,101501,,-98,{E9D1DFB2-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,16/11/2012,16/11/2012,25000,1:25000,3,LANDGATE,1684
-98,,BuildingPolygon,,16/02/2007,,0,465,,-98,{E9D1F1F0-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,21/11/2000,21/11/2000,25000,1:25000,3,LANDGATE,1685
-98,,BuildingPolygon,,16/02/2007,,0,465,,-98,{E9D20FC8-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,21/11/2000,21/11/2000,25000,1:25000,3,LANDGATE,1686
-98,,BuildingPolygon,,16/02/2007,21/08/2012,0,101312,,-98,{E9D22A1C-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,01/03/2012,01/03/2012,50000,1:50000,3,LANDGATE,1687
-98,,BuildingPolygon,,16/02/2007,,0,465,,-98,{E9D23296-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,21/11/2000,21/11/2000,25000,1:25000,3,LANDGATE,1688
-98,,BuildingPolygon,,16/02/2007,03/08/2012,0,101344,,-98,{E9D23CFA-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,06/03/2012,06/03/2012,25000,1:25000,3,LANDGATE,1689
-98,,BuildingPolygon,,16/02/2007,,0,465,,-98,{E8BA90D8-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,21/11/2000,21/11/2000,25000,1:25000,3,LANDGATE,169
-98,,BuildingPolygon,,16/02/2007,06/08/2012,0,101312,,-98,{E9D24FB0-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,01/03/2012,01/03/2012,50000,1:50000,3,LANDGATE,1690
-98,,BuildingPolygon,,16/02/2007,,0,465,,-98,{E9D28E1C-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,21/11/2000,21/11/2000,25000,1:25000,3,LANDGATE,1691
-98,,BuildingPolygon,,16/02/2007,09/03/2009,0,906,,-98,{E9D29844-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,12,CitiesAndTownsSeriesByLANDGATE,6.7,01/01/2006,01/01/2006,20000,1:20000,3,LANDGATE,1692
-98,,BuildingPolygon,,16/02/2007,21/08/2012,0,101312,,-98,{E9D2A03C-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,01/03/2012,01/03/2012,50000,1:50000,3,LANDGATE,1693
-98,,BuildingPolygon,,16/02/2007,03/08/2012,0,100674,,-98,{E9D2B220-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,13.4,22/01/2010,22/01/2010,100000,1:100000,3,LANDGATE,1694
-98,,BuildingPolygon,,16/02/2007,,0,465,,-98,{E9D2BC52-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,21/11/2000,21/11/2000,25000,1:25000,3,LANDGATE,1695
-98,,BuildingPolygon,,16/02/2007,,0,465,,-98,{E9D2C418-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,21/11/2000,21/11/2000,25000,1:25000,3,LANDGATE,1696
-98,,BuildingPolygon,,16/02/2007,21/08/2012,0,101312,,-98,{E9D2DA02-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,01/03/2012,01/03/2012,50000,1:50000,3,LANDGATE,1697
-98,,BuildingPolygon,,16/02/2007,06/08/2012,0,101312,,-98,{E9D2EC54-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,01/03/2012,01/03/2012,50000,1:50000,3,LANDGATE,1698
-98,,BuildingPolygon,,16/02/2007,21/08/2012,0,101312,,-98,{E9D2F6B8-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,01/03/2012,01/03/2012,50000,1:50000,3,LANDGATE,1699
-98,,BuildingPolygon,,16/02/2007,01/10/2013,0,101607,,-98,{E8A8222C-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,29/07/2012,29/07/2012,50000,1:50000,3,LANDGATE,17
-98,,BuildingPolygon,,16/02/2007,16/05/2013,0,101501,,-98,{E8BAA47E-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,16/11/2012,16/11/2012,25000,1:25000,3,LANDGATE,170
-98,,BuildingPolygon,,16/02/2007,26/02/2009,0,906,,-98,{E9D2FEA6-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,12,CitiesAndTownsSeriesByLANDGATE,6.7,01/01/2006,01/01/2006,20000,1:20000,3,LANDGATE,1700
-98,,BuildingPolygon,,16/02/2007,21/08/2012,0,101312,,-98,{E9D31B5C-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,01/03/2012,01/03/2012,50000,1:50000,3,LANDGATE,1701
-98,,BuildingPolygon,,16/02/2007,,0,465,,-98,{E9D32DA4-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,21/11/2000,21/11/2000,25000,1:25000,3,LANDGATE,1702
-98,,BuildingPolygon,,16/02/2007,21/08/2012,0,101312,,-98,{E9D33574-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,01/03/2012,01/03/2012,50000,1:50000,3,LANDGATE,1703
-98,,BuildingPolygon,,16/02/2007,,0,465,,-98,{E9D35D4C-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,21/11/2000,21/11/2000,25000,1:25000,3,LANDGATE,1704
-98,,BuildingPolygon,,16/02/2007,06/08/2012,0,101312,,-98,{E9D367C4-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,01/03/2012,01/03/2012,50000,1:50000,3,LANDGATE,1705
-98,,BuildingPolygon,,16/02/2007,,0,465,,-98,{E9D381FA-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,21/11/2000,21/11/2000,25000,1:25000,3,LANDGATE,1706
-98,,BuildingPolygon,,16/02/2007,,0,465,,-98,{E9D39F82-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,21/11/2000,21/11/2000,25000,1:25000,3,LANDGATE,1707
-98,,BuildingPolygon,,16/02/2007,,0,465,,-98,{E9D3B1F2-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,21/11/2000,21/11/2000,25000,1:25000,3,LANDGATE,1708
-98,,BuildingPolygon,,16/02/2007,06/08/2012,0,101312,,-98,{E9D3CBF6-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,01/03/2012,01/03/2012,50000,1:50000,3,LANDGATE,1709
-98,,BuildingPolygon,,16/02/2007,09/07/2012,0,101171,,-98,{E8BAD5F2-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,11/12/2010,11/12/2010,50000,1:50000,3,LANDGATE,171
-98,,BuildingPolygon,,16/02/2007,06/08/2012,0,101312,,-98,{E9D3E9B0-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,01/03/2012,01/03/2012,50000,1:50000,3,LANDGATE,1710
-98,,BuildingPolygon,,16/02/2007,21/08/2012,0,101312,,-98,{E9D3FCA2-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,01/03/2012,01/03/2012,50000,1:50000,3,LANDGATE,1711
-98,,BuildingPolygon,,16/02/2007,,0,465,,-98,{E9D40490-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,21/11/2000,21/11/2000,25000,1:25000,3,LANDGATE,1712
-98,,BuildingPolygon,,16/02/2007,29/06/2012,0,101312,,-98,{E9D40FB2-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,01/03/2012,01/03/2012,50000,1:50000,3,LANDGATE,1713
-98,,BuildingPolygon,,16/02/2007,03/08/2012,0,100674,,-98,{E9D44806-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,13.4,22/01/2010,22/01/2010,100000,1:100000,3,LANDGATE,1714
-98,,BuildingPolygon,,16/02/2007,20/01/2009,0,907,,-98,{E9D44FEA-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,12,CitiesAndTownsSeriesByLANDGATE,6.7,01/01/2007,01/01/2007,20000,1:20000,3,LANDGATE,1715
-98,,BuildingPolygon,,16/02/2007,03/08/2012,0,100674,,-98,{E9D45A94-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,13.4,22/01/2010,22/01/2010,100000,1:100000,3,LANDGATE,1716
-98,,BuildingPolygon,,16/02/2007,10/05/2012,0,100685,,-98,{E9D46336-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,13.4,24/01/2010,24/01/2010,25000,1:25000,3,LANDGATE,1717
-98,,BuildingPolygon,,16/02/2007,,0,465,,-98,{E9D4885C-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,21/11/2000,21/11/2000,25000,1:25000,3,LANDGATE,1718
-98,,BuildingPolygon,,16/02/2007,03/08/2012,0,100674,,-98,{E9D49B76-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,13.4,22/01/2010,22/01/2010,100000,1:100000,3,LANDGATE,1719
-98,,BuildingPolygon,,16/02/2007,29/05/2012,0,100908,,-98,{E8BB8C86-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,13.4,01/11/2010,01/11/2010,25000,1:25000,3,LANDGATE,172
-98,,BuildingPolygon,,16/02/2007,06/08/2012,0,101312,,-98,{E9D4A68E-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,01/03/2012,01/03/2012,50000,1:50000,3,LANDGATE,1720
-98,,BuildingPolygon,,16/02/2007,,0,465,,-98,{E9D4B8F4-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,21/11/2000,21/11/2000,25000,1:25000,3,LANDGATE,1721
-98,,BuildingPolygon,,16/02/2007,,0,465,,-98,{E9D4C182-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,21/11/2000,21/11/2000,25000,1:25000,3,LANDGATE,1722
-98,,BuildingPolygon,,16/02/2007,06/08/2012,0,101312,,-98,{E9D4CBFA-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,01/03/2012,01/03/2012,50000,1:50000,3,LANDGATE,1723
-98,,BuildingPolygon,,16/02/2007,21/08/2012,0,101312,,-98,{E9D4F274-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,01/03/2012,01/03/2012,50000,1:50000,3,LANDGATE,1724
-98,,BuildingPolygon,,16/02/2007,11/02/2009,0,465,,-98,{E9D4FA62-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,21/11/2000,21/11/2000,25000,1:25000,3,LANDGATE,1725
-98,,BuildingPolygon,,16/02/2007,,0,465,,-98,{E9D5052A-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,21/11/2000,21/11/2000,25000,1:25000,3,LANDGATE,1726
-98,,BuildingPolygon,,16/02/2007,,0,465,,-98,{E9D50D0E-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,21/11/2000,21/11/2000,25000,1:25000,3,LANDGATE,1727
-98,,BuildingPolygon,,16/02/2007,,0,465,,-98,{E9D55D68-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,21/11/2000,21/11/2000,25000,1:25000,3,LANDGATE,1728
-98,,BuildingPolygon,,16/02/2007,10/05/2012,0,100685,,-98,{E9D5661E-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,13.4,24/01/2010,24/01/2010,25000,1:25000,3,LANDGATE,1729
-98,,BuildingPolygon,,16/02/2007,29/05/2012,0,100908,,-98,{E8BBA04A-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,13.4,01/11/2010,01/11/2010,25000,1:25000,3,LANDGATE,173
-98,,BuildingPolygon,,16/02/2007,03/08/2012,0,101344,,-98,{E9D5832E-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,06/03/2012,06/03/2012,25000,1:25000,3,LANDGATE,1730
-98,,BuildingPolygon,,16/02/2007,,0,465,,-98,{E9D58BE4-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,21/11/2000,21/11/2000,25000,1:25000,3,LANDGATE,1731
-98,,BuildingPolygon,,16/02/2007,,0,465,,-98,{E9D5C4A6-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,21/11/2000,21/11/2000,25000,1:25000,3,LANDGATE,1732
-98,,BuildingPolygon,,16/02/2007,03/08/2012,0,101344,,-98,{E9D5D888-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,06/03/2012,06/03/2012,25000,1:25000,3,LANDGATE,1733
-98,,BuildingPolygon,,16/02/2007,21/08/2012,0,101312,,-98,{E9D5E350-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,01/03/2012,01/03/2012,50000,1:50000,3,LANDGATE,1734
-98,,BuildingPolygon,,16/02/2007,,0,465,,-98,{E9D5EB34-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,21/11/2000,21/11/2000,25000,1:25000,3,LANDGATE,1735
-98,,BuildingPolygon,,16/02/2007,20/09/2012,0,101360,,-98,{E9D61A6E-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,23/04/2012,23/04/2012,25000,1:25000,3,LANDGATE,1736
-98,,BuildingPolygon,,16/02/2007,15/10/2012,0,100816,,-98,{E9D63F08-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,05/10/2010,05/10/2010,25000,1:25000,3,LANDGATE,1737
-98,,BuildingPolygon,,16/02/2007,14/01/2010,0,907,,-98,{E9D6A2AE-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,12,CitiesAndTownsSeriesByLANDGATE,6.7,01/01/2007,01/01/2007,20000,1:20000,3,LANDGATE,1738
-98,,BuildingPolygon,,16/02/2007,19/02/2013,0,101273,,-98,{E9D7785A-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,13.7,17/11/2010,17/11/2010,25000,1:25000,3,LANDGATE,1739
-98,,BuildingPolygon,,16/02/2007,29/05/2012,0,100908,,-98,{E8BBB2E2-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,13.4,01/11/2010,01/11/2010,25000,1:25000,3,LANDGATE,174
-98,,BuildingPolygon,,16/02/2007,10/05/2012,0,100865,,-98,{E9D78052-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,03/11/2010,03/11/2010,25000,1:25000,3,LANDGATE,1740
-98,,BuildingPolygon,,16/02/2007,,0,465,,-98,{E9D78AC0-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,21/11/2000,21/11/2000,25000,1:25000,3,LANDGATE,1741
-98,,BuildingPolygon,,16/02/2007,10/05/2012,0,100865,,-98,{E9D79344-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,03/11/2010,03/11/2010,25000,1:25000,3,LANDGATE,1742
-98,,BuildingPolygon,,16/02/2007,,0,465,,-98,{E9D7A5A0-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,21/11/2000,21/11/2000,25000,1:25000,3,LANDGATE,1743
-98,,BuildingPolygon,,16/02/2007,10/05/2012,0,100685,,-98,{E9D7B892-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,13.4,24/01/2010,24/01/2010,25000,1:25000,3,LANDGATE,1744
-98,,BuildingPolygon,,16/02/2007,21/08/2012,0,101312,,-98,{E9D7F294-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,01/03/2012,01/03/2012,50000,1:50000,3,LANDGATE,1745
-98,,BuildingPolygon,,16/02/2007,03/08/2012,0,100674,,-98,{E9D7FD02-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,13.4,22/01/2010,22/01/2010,100000,1:100000,3,LANDGATE,1746
-98,,BuildingPolygon,,16/02/2007,,0,465,,-98,{E9D82200-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,21/11/2000,21/11/2000,25000,1:25000,3,LANDGATE,1747
-98,,BuildingPolygon,,16/02/2007,06/08/2012,0,101312,,-98,{E9D8CCB4-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,01/03/2012,01/03/2012,50000,1:50000,3,LANDGATE,1748
-98,,BuildingPolygon,,16/02/2007,03/08/2012,0,101344,,-98,{E9D8E7B2-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,06/03/2012,06/03/2012,25000,1:25000,3,LANDGATE,1749
-98,,BuildingPolygon,,16/02/2007,29/05/2012,0,100908,,-98,{E8BBBE22-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,13.4,01/11/2010,01/11/2010,25000,1:25000,3,LANDGATE,175
-98,,BuildingPolygon,,16/02/2007,,0,465,,-98,{E9D8F202-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,21/11/2000,21/11/2000,25000,1:25000,3,LANDGATE,1750
-98,,BuildingPolygon,,16/02/2007,21/08/2012,0,101312,,-98,{E9D90CBA-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,01/03/2012,01/03/2012,50000,1:50000,3,LANDGATE,1751
-98,,BuildingPolygon,,16/02/2007,,0,465,,-98,{E9D91728-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,21/11/2000,21/11/2000,25000,1:25000,3,LANDGATE,1752
-98,,BuildingPolygon,,16/02/2007,,0,465,,-98,{E9D929FC-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,21/11/2000,21/11/2000,25000,1:25000,3,LANDGATE,1753
-98,,BuildingPolygon,,16/02/2007,21/08/2012,0,101312,,-98,{E9D93294-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,01/03/2012,01/03/2012,50000,1:50000,3,LANDGATE,1754
-98,,BuildingPolygon,,16/02/2007,,0,465,,-98,{E9D93FDC-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,21/11/2000,21/11/2000,25000,1:25000,3,LANDGATE,1755
-98,,BuildingPolygon,,16/02/2007,06/08/2012,0,101312,,-98,{E9D96714-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,01/03/2012,01/03/2012,50000,1:50000,3,LANDGATE,1756
-98,,BuildingPolygon,,16/02/2007,,0,465,,-98,{E9D99F04-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,21/11/2000,21/11/2000,25000,1:25000,3,LANDGATE,1757
-98,,BuildingPolygon,,16/02/2007,,0,465,,-98,{E9D9B9B2-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,21/11/2000,21/11/2000,25000,1:25000,3,LANDGATE,1758
-98,,BuildingPolygon,,16/02/2007,,0,465,,-98,{E9D9C43E-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,21/11/2000,21/11/2000,25000,1:25000,3,LANDGATE,1759
